symbol,entry_time,exit_time,direction,entry_price,stop_loss,take_profit,exit_price,lot_size,sl_pips,PnL_pips,PnL_$,result
XAUUSDm,2025-06-02 07:00:00,2025-06-02 22:00:00,long,3352.562,3333.9387731309353,3389.808453738129,3389.808453738129,0.01,1862.32,3724.65,37.25,win
XAUUSDm,2025-06-02 11:00:00,2025-06-03 14:00:00,long,3356.324,3335.7149950509684,3397.5420098980635,3335.7149950509684,0.01,2060.9,-2060.9,-20.61,loss
XAUUSDm,2025-06-05 10:00:00,2025-06-05 12:00:00,long,3399.949,3390.4436430268506,3418.959713946299,3390.4436430268506,0.02,950.54,-950.54,-19.01,loss
XAUUSDm,2025-06-12 12:00:00,2025-06-13 00:00:00,long,3388.008,3377.4645324603916,3409.094935079216,3409.094935079216,0.02,1054.35,2108.69,42.17,win
XAUUSDm,2025-06-13 03:00:00,2025-06-16 13:00:00,long,3425.557,3405.3448165193436,3465.9813669613122,3405.3448165193436,0.01,2021.22,-2021.22,-20.21,loss
XAUUSDm,2025-06-19 05:00:00,2025-06-19 06:00:00,short,3364.477,3372.7191763409787,3347.992647318042,3347.992647318042,0.03,824.22,1648.44,49.45,win
XAUUSDm,2025-06-19 06:00:00,2025-06-19 07:00:00,short,3357.345,3365.808717910188,3340.4175641796232,3365.808717910188,0.02,846.37,-846.37,-16.93,loss
XAUUSDm,2025-06-20 05:00:00,2025-06-20 07:00:00,short,3344.74,3353.3750031239747,3327.46999375205,3353.3750031239747,0.02,863.5,-863.5,-17.27,loss
XAUUSDm,2025-06-24 03:00:00,2025-06-24 06:00:00,short,3352.476,3369.2377323924848,3318.952535215031,3318.952535215031,0.01,1676.17,3352.35,33.52,win
XAUUSDm,2025-06-24 04:00:00,2025-06-24 12:00:00,short,3348.605,3365.7030778439153,3314.4088443121695,3314.4088443121695,0.01,1709.81,3419.62,34.2,win
XAUUSDm,2025-06-24 05:00:00,2025-06-24 13:00:00,short,3332.044,3350.237193222984,3295.6576135540317,3295.6576135540317,0.01,1819.32,3638.64,36.39,win
XAUUSDm,2025-06-24 06:00:00,2025-06-26 03:00:00,short,3322.736,3342.142663328323,3283.9226733433534,3342.142663328323,0.01,1940.67,-1940.67,-19.41,loss
XAUUSDm,2025-06-27 03:00:00,2025-06-27 12:00:00,short,3294.318,3305.0020968890717,3272.949806221857,3272.949806221857,0.02,1068.41,2136.82,42.74,win
XAUUSDm,2025-06-27 04:00:00,2025-06-27 13:00:00,short,3293.969,3306.9371721811385,3268.032655637723,3268.032655637723,0.01,1296.82,2593.63,25.94,win
XAUUSDm,2025-06-27 06:00:00,2025-06-27 13:00:00,short,3294.888,3310.2848492111757,3264.0943015776484,3264.0943015776484,0.01,1539.68,3079.37,30.79,win
XAUUSDm,2025-06-27 07:00:00,2025-06-29 22:00:00,short,3284.458,3301.270850365475,3250.8322992690505,3250.8322992690505,0.01,1681.29,3362.57,33.63,win
XAUUSDm,2025-06-27 08:00:00,2025-06-27 13:00:00,short,3289.427,3306.2247126189995,3255.8315747620013,3255.8315747620013,0.01,1679.77,3359.54,33.6,win
XAUUSDm,2025-06-27 09:00:00,2025-06-29 22:00:00,short,3282.797,3299.3958986374905,3249.599202725019,3249.599202725019,0.01,1659.89,3319.78,33.2,win
XAUUSDm,2025-06-27 10:00:00,2025-06-29 22:00:00,short,3285.665,3301.321687579295,3254.35162484141,3254.35162484141,0.01,1565.67,3131.34,31.31,win
XAUUSDm,2025-06-27 11:00:00,2025-06-29 22:00:00,short,3281.389,3296.1039271443046,3251.959145711391,3251.959145711391,0.01,1471.49,2942.99,29.43,win
XAUUSDm,2025-06-27 12:00:00,2025-06-30 04:00:00,short,3270.028,3285.15908375728,3239.7658324854397,3285.15908375728,0.01,1513.11,-1513.11,-15.13,loss
